RIGHT_THUMB_ANGLE_DIP,RIGHT_THUMB_ANGLE_DIP_SELECT,RIGHT_THUMB_ANGLE_DIP_CURVE,RIGHT_INDEX_FINGER_ANGLE_DIP,RIGHT_INDEX_FINGER_ANGLE_DIP_SELECT,RIGHT_INDEX_FINGER_ANGLE_DIP_CURVE,RIGHT_MIDDLE_FINGER_ANGLE_DIP,RIGHT_MIDDLE_FINGER_ANGLE_DIP_SELECT,RIGHT_MIDDLE_FINGER_ANGLE_DIP_CURVE,RIGHT_RING_FINGER_ANGLE_DIP,RIGHT_RING_FINGER_ANGLE_DIP_SELECT,RIGHT_RING_FINGER_ANGLE_DIP_CURVE,RIGHT_PINKY_ANGLE_DIP,RIGHT_PINKY_ANGLE_DIP_SELECT,RIGHT_PINKY_ANGLE_DIP_CURVE,RIGHT_PALM/BACK_LABEL,RIGHT_PALM/BACK_SCORE,RIGHT_TIPS/WRIST_LABEL,RIGHT_TIPS/WRIST_SCORE,RIGHT_RADIAL/URNAL_LABEL,RIGHT_RADIAL/URNAL_SCORE,RIGHT_EAR,RIGHT_SHOULDER,RIGHT_MOUTH,RIGHT_EYE,RIGHT_NOSE,RIGHT_CHEST,RIGHT_ARM,RIGHT_HIP,RIGHT_SETTING_LABEL,RIGHT_SETTING_SCORE,RIGHT_CURVE_LABEL,RIGHT_CURVE_SCORE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9629129762574156,True,True,0.8331813498982691,True,False,0.8061982878997545,True,False,0.7813689489087415,True,False,0.7349623864372933,True,False,palm,1.3021909200630617,tips,0.23429018556407882,urnal,0.13919465648614196,0.0,0.048257017916240985,0.35671276731307355,0.4300003850375508,0.49498499386679007,0.508605623715329,0.6036805984644099,1.0,,,,
0.9644714105297276,True,True,0.8128664933530005,True,False,0.7275624802688755,True,False,0.7147332003422087,True,False,0.7922040426745872,True,False,palm,1.306943703248467,tips,0.12889182963286244,urnal,0.061556336816442576,0.0,0.053853195708041146,0.38452025905369236,0.4524483597446032,0.5277650067693636,0.5047061951417589,0.6441319105873803,0.9999999999999999,,,,
0.9517887070440695,True,True,0.9200066326994057,True,True,0.7995054613831957,True,False,0.8111743242326308,True,False,0.8349980490939621,True,False,palm,1.3129405587925256,tips,0.08798182853777264,urnal,0.03752930214329868,0.0,0.07322895859748346,0.5199555962624238,0.5842802481591707,0.6749852509955387,0.5001778906215166,0.6109638589787478,1.0,high,0.03033922399793354,,
0.9686597103693545,True,True,0.9519460878988891,True,True,0.890763539440183,True,True,0.8613073520888697,True,False,0.8461516873900242,True,False,palm,1.3176036037452574,tips,0.04670280766846128,urnal,0.006125943320839814,0.005261820765229186,0.0,0.5283814580773184,0.6164244963326072,0.709082604745224,0.4428735946518504,0.5709243616784921,0.9999999999999999,high,0.022746943292163646,,
0.9979410073956189,True,True,0.9483506416104208,True,True,0.9083429702535938,True,True,0.8702836917823578,True,False,0.8554781865228678,True,False,palm,1.305627223365098,tips,0.026296643105175568,urnal,0.0377467893569081,0.040503097821209644,0.0,0.5313262495123369,0.624961005629702,0.7168615214369384,0.4311443213811944,0.540609355468829,1.0,high,0.019148497354416594,,
0.9952553345791781,True,True,0.9595147312998316,True,True,0.9249358926232181,True,True,0.9236418195217357,True,True,0.926504524191162,True,True,palm,1.2235944950828654,wrist,-0.006747156356100935,radial,0.08168645751823193,0.07304009209080198,0.0,0.5450864684263754,0.6390822691146656,0.7305197410115378,0.4299677773019901,0.5478426270190249,1.0,high,0.016330398264385426,,
0.9723426516652866,True,True,0.9685449122455627,True,True,0.9252280075080964,True,True,0.951471708933151,True,True,0.9460941833625343,True,True,palm,1.1382866834660927,wrist,-0.033832141866854085,radial,0.20605420681916797,0.0806843202087919,0.0,0.5323758825592423,0.6252195890112934,0.7141417967317002,0.43561483375392906,0.5483595602645063,1.0,high,0.0018329868714014874,,
0.9680624101957042,True,True,0.9977085621826851,True,True,0.9625378640761052,True,True,0.9606425228964605,True,True,0.9783268706295173,True,True,palm,1.1030783555011625,tips,0.04821200712125381,urnal,0.2264130759501816,0.037843408370588305,0.0,0.49461518350924416,0.575491775983657,0.6679540195553414,0.45724491124967026,0.5801344996501806,1.0,low,-0.02371504689965931,,
0.9797778159580244,True,True,0.893101331606785,True,True,0.8992036194654756,True,True,0.8934438834176379,True,True,0.9157240144440807,True,True,palm,1.2134548591846703,tips,0.12304380092829612,urnal,0.264376678488238,0.17562989462795653,0.0,0.6226432033307804,0.7249349915425,0.8065575653467437,0.4569190360602796,0.6411644821910688,1.0,low,-0.032030338332766584,,
